category,name,url,location,description,type,source,phone,email,address
MICE & Event DMCs,Asia Exhibition & Conferences,https://www.aecasia.com/,Bangkok,Regional exhibition organizer,,,,,
MICE & Event DMCs,Dream Incentive Thailand,https://www.dreamincentive.com/,Bangkok,Creative incentive program designers,,,,info@dreamincentive.com,
MICE & Event DMCs,Onyx Hospitality Events,https://www.onyx-hospitality.com/,Bangkok,Hotel group with event and conference services,,,,,
MICE & Event DMCs,Minor Hotels Events,https://www.minorhotels.com/,Multiple,Hotel group MICE and event capabilities,,,+66 0 2365 9115,,
MICE & Event DMCs,Cape & Kantary Events,https://www.capekantaryhotels.com/,Multiple,Thai hotel chain with meeting facilities,,,,enquiries@capekantaryhotels.com,
MICE & Event DMCs,Siam Piwat Events,https://www.siampiwat.com/,Bangkok,Retail and event space management,,,,,
MICE & Event DMCs,True Arena Hua Hin,https://www.truearena.com/,Hua Hin,Sports and event venue,,,,,
MICE & Event DMCs,Laguna Phuket Events,https://www.lagunaphuket.com/,Phuket,Integrated resort events and MICE,,,076-304-504,info@lagunaphuket.com,
MICE & Event DMCs,Kata Group Events,https://www.katathani.com/,Phuket,Resort group event services in Phuket,,,,reservation@katathani.com,
MICE & Event DMCs,Live International Thailand,https://www.liveinternational.com/,Bangkok,Live event production and technical services,,,,,
MICE & Event DMCs,Magma Event Bangkok,https://magmaeventbangkok.com,Bangkok (Operates Nationwide),MICE/DMC company in Thailand,,xlsx-tirak-vendors,+66 84 675 1964,info@magmaeventbangkok.com,Bangkok (Operates Nationwide)
MICE & Event DMCs,Rave Times Thailand,https://ravetimesth.com,Bangkok,,,xlsx-tirak-vendors,Contact via Telegram/LINE,info@ravetimesth.com,Bangkok
MICE & Event DMCs,"Events Lab and Production Co., Ltd.",https://eventslabpro.com,"Bangkok, Thailand",,,xlsx-tirak-vendors,+66 80 148 8484,contact@eventslabpro.com,"Bangkok, Thailand"
MICE & Event DMCs,Live Promotions Bkk,https://facebook.com/livepromotionsbkk,"Bangkok, Thailand",,,xlsx-tirak-vendors,+33 6 84 86 53 73,polo@livepromotionsbkk.com,"Bangkok, Thailand"
MICE & Event DMCs,JAND Events,https://jandevents.com,Phuket Yacht Haven Marina,,,xlsx-tirak-vendors,+66 76 601 566,info@jandevents.com,Phuket Yacht Haven Marina
MICE & Event DMCs,Halfmoon Festival,https://halfmoonfestival.com,"Ban Tai, Koh Phangan, Surat Thani 84280",,,xlsx-tirak-vendors,+66 77 377 649,info@halfmoonfestival.com,"Ban Tai, Koh Phangan, Surat Thani 84280"
MICE & Event DMCs,MakingTeams,https://makingteams.com,"Bangkok, Thailand",,,xlsx-tirak-vendors,+66 2 105 5724,info@makingteams.com,"Bangkok, Thailand"
MICE & Event DMCs,Jabu Events,https://jabuevents.com,"Bangkok, Thailand",,,xlsx-tirak-vendors,+66 85 198 8303,info@jabuevents.com,"Bangkok, Thailand"
MICE & Event DMCs,DMC Bangkok,https://www.phuketeventcompany.com/dmc-bangkok/,Thailand,Event management DMC in Thailand,,ddg-verified,,,
MICE & Event DMCs,Paula &amp; Co. DMC Thailand,https://www.paulaandcothailand.com/,Thailand,Event management DMC in Thailand,,ddg-verified,,,
MICE & Event DMCs,QSNCC,https://www.qsncc.com/en/media/news-and-update/asias-best-convention-centre-award-qsncc/,Thailand,Convention/MICE venue in Thailand,,ddg-verified,,,
MICE & Event DMCs,Queen Sirikit National Convention Center (QSNCC),https://www.qsncc.com/en/,Thailand,Convention venue in Thailand,,ddg-verified,,,
MICE & Event DMCs,Eaglecrest DMC,https://eaglecrestdmc.com/,Thailand,Destination management company,,ddg-verified,,,
MICE & Event DMCs,DMC Quote Thailand,https://dmcquote.com/,Thailand,Destination management company,,ddg-verified,,,
MICE & Event DMCs,Cvent Thailand Venues,https://www.cvent.com/venues/results/Bangkok--Thailand,Bangkok,Convention venue marketplace,,ddg-verified,,,
