category,name,url,location,description,type,source,phone,email,address
Cinema & Entertainment,Sala Chalermkrung Royal Theatre,https://www.salachalermkrung.com/,Bangkok,Historic royal theatre for traditional Thai masked dance,,pipeline-curated,,,
Cinema & Entertainment,The Bangkok Screening Room,https://www.bkksr.com/,Bangkok,Boutique cinema-bar showing indie and classic films,,pipeline-curated,,,
Cinema & Entertainment,Doc Club & Pub,https://www.docclubandpub.com/,Bangkok,Documentary cinema and creative community space,,pipeline-curated,,,
Cinema & Entertainment,EasyKart Bangkok,https://www.easykart.net/,"Bangkok, Pattaya, Phuket",Indoor go-kart racing entertainment,,pipeline-curated,,,
Cinema & Entertainment,Sub Zero Ice Skate Club,https://www.subzeroiceskate.com/,Bangkok,Ice skating rink at multiple malls,,pipeline-curated,,,
Cinema & Entertainment,Bounce Thailand,https://www.bounceinc.co.th/,Bangkok,Trampoline park and aerial adventure,,pipeline-curated,,,
Cinema & Entertainment,Phuket FantaSea,https://www.phuket-fantasea.com/,Phuket,Thai cultural theme park with spectacular night show,,pipeline-curated,,,
Cinema & Entertainment,Ripley's Believe It or Not Pattaya,https://www.ripleysthailand.com/,Pattaya,Oddity museum and entertainment complex,,pipeline-curated,,,
Cinema & Entertainment,Nong Nooch Tropical Garden,https://www.nongnoochtropicalgarden.com/,Pattaya,Botanical garden with cultural shows,,pipeline-curated,,,
Cinema & Entertainment,Chiang Mai Night Safari,https://www.chiangmainightsafari.com/,Chiang Mai,Nighttime zoo with tram safari tours,,pipeline-curated,,,
Cinema & Entertainment,Tiger Kingdom Chiang Mai,https://www.tigerkingdom.com/,Chiang Mai,Up-close tiger encounter experience,,pipeline-curated,,,
Cinema & Entertainment,Vana Nava Hua Hin,https://www.vananavahuahin.com/,Hua Hin,Premium water jungle park and entertainment,,pipeline-curated,,,
Cinema & Entertainment,Cartoon Network Amazone,https://www.cartoonnetworkamazone.com/,Pattaya,Cartoon Network themed water park,,pipeline-curated,,,
Cinema & Entertainment,Ramayana Water Park,https://www.ramayanawaterpark.com/,Pattaya,Thailand's biggest water park,,pipeline-curated,,,
Cinema & Entertainment,Sriracha Tiger Zoo,https://www.tigerzoo.com/,Chonburi,Zoo and animal show entertainment,,pipeline-curated,,,
Cinema & Entertainment,SF Cinema City,https://www.sfcinema.com/,Thailand,,,google-verified,,,
Cinema & Entertainment,House RCA,https://www.housesamyan.com/,Thailand,,,google-verified,,,
Cinema & Entertainment,Escape Room by Komnata,https://www.escaperoomthailand.com/,Thailand,,,google-verified,,,
Cinema & Entertainment,Brain Out Escape Room,https://www.tripadvisor.in/Attraction_Review-g293916-d13084472-Reviews-Puzzle_Room_Bangkok-Bangkok.html,Thailand,,,google-verified,,,
Cinema & Entertainment,The Great Hornbills Zipline,http://hornbill.or.th/,Thailand,,,google-verified,,,
Cinema & Entertainment,Mekhala River Cruise,https://www.asianoasis.com/mekkala,Thailand,,,google-verified,,,
Cinema & Entertainment,Chao Phraya Princess Cruise,https://www.chaophrayacruises.com/,Thailand,,,google-verified,,,
Cinema & Entertainment,White Orchid Dinner Cruise,https://www.bangkokchaophrayacruise.com/viewCruise.jsp?clubId=38367&shopCategoryId=182282&productId=868389,Thailand,,,google-verified,,,
Cinema & Entertainment,Muay Thai Live Show,https://rajadamnern.com/,Thailand,,,google-verified,,,
Cinema & Entertainment,Siam Amazing Park,https://www.siamamazingpark.com/en/index.php,Thailand,,,google-verified,,,
Cinema & Entertainment,Flight Experience Bangkok,https://www.tripadvisor.in/Attraction_Review-g293916-d3240006-Reviews-Flight_Experience_Bangkok-Bangkok.html,Thailand,,,google-verified,,,
Cinema & Entertainment,Harborland Thailand,https://harborlandgroup.com/,Thailand,,,google-verified,,,
Cinema & Entertainment,SuperPark Thailand,https://www.tripadvisor.in/Attraction_Review-g293916-d20007429-Reviews-Superpark_Thailand-Bangkok.html,Thailand,,,google-verified,,,
Cinema & Entertainment,Top Kart Bangkok,https://www.topkartbangkok.com/,Bangkok,Go-kart racing venue in Bangkok,,ddg-verified,,,
Cinema & Entertainment,Puzzle Room Bangkok,https://www.puzzleroombangkok.com/BKK/,Bangkok,Escape room in Bangkok,,ddg-verified,,,
Cinema & Entertainment,Xscape Escape Rooms Bangkok,https://xscapeescaperooms.com/,Bangkok,Escape room in Bangkok,,ddg-verified,,,
Cinema & Entertainment,Blu-O Rhythm & Bowl,https://www.bluofriends.com/en/,Bangkok,Bowling entertainment center,,ddg-verified,,,
